"dataset","region","location","site","month","year","year.of.otter.occupancy","otter.occupation.time","Haliotis.kamtschatkana","Pomaulax.gibberosus","Costaria.costata","Dermasterias.imbricata","Desmarestia.spp","Ecklonia.arborea","Henricia.spp","Laminaria.setchellii","Macrocystis.pyrifera","Nereocystis.luetkeana","Orthasterias.koehleri","Pisaster.spp","Pleurophycus.gardneri","Pterygophora.californica","Pycnopodia.helianthoides","Green.urchin","Red.urchin","Purple.urchin","algae","understory","epibenthic","macro_canopy","nereo_canopy","urchins","algae_urchin_total_density","comm_state","state"
"WCVI_random","WCVI","Bamfield","Ship Is",7,2007,NA,NA,0.0680272108843538,0,0,0.0680272108843538,0,0,0,0,0,0,0.136054421768708,0.204081632653061,0,0,0.0680272108843538,0.0680272108843538,11.4285714285714,0,0,0,0,0,0,11.4965986394558,11.4965986394558,"urchin","1"
"WCVI_random","WCVI","Bamfield","Village Bay",7,2007,NA,NA,0.0680272108843538,0.204081632653061,0,0,0,0,0.408163265306123,0,0,0,0.0680272108843538,0.0680272108843538,0,0,0.0680272108843538,0,12.108843537415,0,0,0,0,0,0,12.108843537415,12.108843537415,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","AmosIs",8,1988,1988,0,0.102040816326531,1.12244897959184,0,0,0.408163265306123,0,0,0,0,0,0,0,0,0,0,0,2.3469387755102,0,0.408163265306123,0.408163265306123,0,0,0,2.3469387755102,2.75510204081632,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","Cormorant Rk",8,1988,1988,0,0,0.102040816326531,0,0,0,0,0.102040816326531,0,0,0,0,0,0,0,0.204081632653061,0,6.42857142857143,0,0,0,0,0,0,6.42857142857143,6.42857142857143,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","CrowtherPt",8,1988,1991,0,0.102040816326531,0.816326530612245,0,0,0,0,0.204081632653061,0,0,0.102040816326531,0,0,0,0,0.102040816326531,0,6.42857142857143,0,0.102040816326531,0,0,0,0.102040816326531,6.42857142857143,6.53061224489796,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","DiverIt",8,1988,1991,0,0.306122448979592,0,0,0.102040816326531,0,0,0.510204081632653,0,0,0,0.204081632653061,0.102040816326531,0,0,0.102040816326531,0,12.1428571428571,0,0,0,0,0,0,12.1428571428571,12.1428571428571,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","Moos",8,1988,1986,2,0,0,0,0,0,0,0.102040816326531,0,0,0,0,0,0,0,0.306122448979592,0,7.95918367346939,0,0,0,0,0,0,7.95918367346939,7.95918367346939,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","OuterKyBay",8,1988,1993,0,0.306122448979592,0.204081632653061,0,0,0,0,0.510204081632653,0,0,0,0.102040816326531,0,0,0,0,0,9.89795918367347,0,0,0,0,0,0,9.89795918367347,9.89795918367347,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","UnionPS",8,1988,1990,0,0,0,0,0,0.102040816326531,0,0.714285714285714,0,0,0,0,0,0,0,0.102040816326531,0,8.16326530612245,0,0.102040816326531,0.102040816326531,0,0,0,8.16326530612245,8.26530612244898,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","BrecciatedPt",9,1988,1993,0,0.102040816326531,0,0,0,0.102040816326531,0,0.306122448979592,0,0,0,0,0,0,0,0,0,5.61224489795918,0,0.102040816326531,0.102040816326531,0,0,0,5.61224489795918,5.71428571428571,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","ClarkIs",9,1988,1991,0,0.204081632653061,0.306122448979592,0,0.102040816326531,0,0,0.204081632653061,0,0,0,0.204081632653061,0,0,0,0.204081632653061,0.102040816326531,9.18367346938776,0,0,0,0,0,0,9.28571428571429,9.28571428571429,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","GrossPt",9,1988,1994,0,0.306122448979592,0,0,0.102040816326531,0,0,0.102040816326531,0,0,0,0,0.204081632653061,0,0,0.102040816326531,0.102040816326531,10.2040816326531,0,0,0,0,0,0,10.3061224489796,10.3061224489796,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","KapoosePt",9,1988,1993,0,0.102040816326531,0,0,0,0,0,0,0,0,0,0.510204081632653,0,0,0,0,0,6.93877551020408,0,0,0,0,0,0,6.93877551020408,6.93877551020408,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","McQuarrie",9,1988,1992,0,0,0,0,0,0,0,0.204081632653061,0,0,0,0,0,0,0,0,0.102040816326531,22.8571428571429,0,0,0,0,0,0,22.9591836734694,22.9591836734694,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","McQuarrie2",9,1988,1992,0,0.204081632653061,0,0,0.204081632653061,0.204081632653061,0,0.102040816326531,0,0,0,0,0.204081632653061,0,0,0.102040816326531,0,17.0408163265306,0,0.204081632653061,0.204081632653061,0,0,0,17.0408163265306,17.2448979591837,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","NippleRk",9,1988,1994,0,0.510204081632653,0,0,0,0,0,0.306122448979592,0,0,0,0,0,0,0,0.204081632653061,0.102040816326531,14.5918367346939,0,0,0,0,0,0,14.6938775510204,14.6938775510204,"urchin","1"
"WCVI_random","WCVI","KyuquotSnd","TatchuRk",9,1988,1992,0,0.102040816326531,0,0,0,0,0,0.306122448979592,0.102040816326531,0,0,0,0.102040816326531,0,0,0.204081632653061,0,12.7551020408163,0,0.102040816326531,0,0.102040816326531,0,0,12.7551020408163,12.8571428571428,"urchin","1"
"WCVI_random","WCVI","Bamfield","Aguillar Pt",9,1994,NA,NA,0.102040816326531,0.102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0.102040816326531,0,8.87755102040816,0,0,0,0,0,0,8.87755102040816,8.87755102040816,"urchin","1"
"WCVI_random","WCVI","Bamfield","Blowhole",9,1994,NA,NA,0.306122448979592,0.102040816326531,0,0,0,0,0.408163265306123,0,0,0,0,0,0,0,0.102040816326531,0,9.79591836734694,0.102040816326531,0,0,0,0,0,9.89795918367347,9.89795918367347,"urchin","1"
"WCVI_random","WCVI","Bamfield","Cia Rk",9,1994,NA,NA,0,2.75510204081633,0,0.102040816326531,0,0,0.204081632653061,0,0,0,0,0,0,0,0,0,2.24489795918367,0,0,0,0,0,0,2.24489795918367,2.24489795918367,"urchin","1"
"WCVI_random","WCVI","Bamfield","EdKing1",9,1994,NA,NA,0.918367346938776,0,0,0.102040816326531,0,0,0,0,0,0,0.306122448979592,0.204081632653061,0,0,0.102040816326531,0,10.9183673469388,0,0,0,0,0,0,10.9183673469388,10.9183673469388,"urchin","1"
"WCVI_random","WCVI","Bamfield","EdKing2",9,1994,NA,NA,0.204081632653061,0,0,0,0,0,0.306122448979592,0,0,0,0,0.306122448979592,0,0,0.102040816326531,0.306122448979592,10.9183673469388,0,0,0,0,0,0,11.2244897959184,11.2244897959184,"urchin","1"
"WCVI_random","WCVI","Bamfield","Execution",9,1994,NA,NA,0,0,0,0,0,0,0.306122448979592,0,0,0,0,0.204081632653061,0,0,0.102040816326531,0.102040816326531,8.6734693877551,0,0,0,0,0,0,8.77551020408163,8.77551020408163,"urchin","1"
"WCVI_random","WCVI","Bamfield","Grappler",9,1994,NA,NA,0.102040816326531,0.510204081632653,0,0,0,0,0.102040816326531,0,0,0,0.102040816326531,0,0,0,0.204081632653061,0,3.57142857142857,0,0,0,0,0,0,3.57142857142857,3.57142857142857,"urchin","1"
"WCVI_random","WCVI","Bamfield","Helby",9,1994,NA,NA,0,1.63265306122449,0,0.102040816326531,0,0,0.102040816326531,0,0,0,0,0,0,0,0,0,6.3265306122449,0,0,0,0,0,0,6.3265306122449,6.3265306122449,"urchin","1"
"WCVI_random","WCVI","Bamfield","Kirby Pt",9,1994,NA,NA,0.510204081632653,0.204081632653061,0,0,0,0,0.306122448979592,0,0,0,0.102040816326531,0,0,0,0.102040816326531,0,12.6530612244898,0,0,0,0,0,0,12.6530612244898,12.6530612244898,"urchin","1"
"WCVI_random","WCVI","Bamfield","Lawton",9,1994,NA,NA,0.204081632653061,0,0,0,0,0,0,0,0,0,0.306122448979592,0,0,0,0.102040816326531,0,6.63265306122449,0,0,0,0,0,0,6.63265306122449,6.63265306122449,"urchin","1"
"WCVI_random","WCVI","Bamfield","Prasiola",9,1994,NA,NA,0.102040816326531,0.918367346938776,0,0,0,0,0,0,0,0,0,0,0,0,0.102040816326531,0,11.530612244898,0,0,0,0,0,0,11.530612244898,11.530612244898,"urchin","1"
"WCVI_random","WCVI","Bamfield","Scotts Bay",9,1994,NA,NA,0,0,0,0.102040816326531,0,0,0.408163265306123,0,0,0,0,0,0,0,0.102040816326531,0,6.73469387755102,0,0,0,0,0,0,6.73469387755102,6.73469387755102,"urchin","1"
"WCVI_random","WCVI","Bamfield","Self Pt",9,1994,NA,NA,0.612244897959184,0.612244897959184,0,0,0,0,0.102040816326531,0,0,0,0,0,0,0,0,0,9.79591836734694,0,0,0,0,0,0,9.79591836734694,9.79591836734694,"urchin","1"
"WCVI_random","WCVI","Bamfield","Seppings",9,1994,NA,NA,0.306122448979592,0.204081632653061,0,0,0,0,0.102040816326531,0,0,0,0.102040816326531,0.102040816326531,0,0,0.306122448979592,0,11.0204081632653,0,0,0,0,0,0,11.0204081632653,11.0204081632653,"urchin","1"
"WCVI_random","WCVI","Bamfield","Ship Is",9,1994,NA,NA,0.510204081632653,0,0,0.102040816326531,0,0,0.306122448979592,0,0,0,0.102040816326531,0,0,0,0.306122448979592,0.204081632653061,15.3061224489796,0,0,0,0,0,0,15.5102040816327,15.5102040816327,"urchin","1"
"WCVI_random","WCVI","Bamfield","Taylor Its",9,1994,NA,NA,0,0,0,0,0,0,0.102040816326531,0,0,0,0,0.102040816326531,0,0,0.306122448979592,0,14.1836734693878,0,0,0,0,0,0,14.1836734693878,14.1836734693878,"urchin","1"
"WCVI_random","WCVI","Bamfield","Village Bay",9,1994,NA,NA,0.714285714285714,1.3265306122449,0,0.408163265306123,0,0,0.510204081632653,0,0,0,0,0,0,0,0.102040816326531,0,10.1020408163265,0,0,0,0,0,0,10.1020408163265,10.1020408163265,"urchin","1"
"WCVI_random","WCVI","Bamfield","Whittlestone",9,1994,NA,NA,0.102040816326531,0,0,0,0,0,0.204081632653061,0,0,0,0.102040816326531,0,0,0,0.204081632653061,0,9.38775510204082,0,0,0,0,0,0,9.38775510204082,9.38775510204082,"urchin","1"
"WCVI_random","WCVI","Bamfield","Wizard",9,1994,NA,NA,0.102040816326531,0,0,0,0.204081632653061,0,0.306122448979592,0,0,0,0,0.204081632653061,0,0,0,0,7.55102040816327,0.204081632653061,0.204081632653061,0.204081632653061,0,0,0,7.75510204081633,7.95918367346939,"urchin","1"
"CCBC_data","CCBC","Gosling","Mercury",7,2013,2009,4,0.0194444444444444,0,0.0555555555555556,0.0277777777777778,0.0555555555555556,0,0.075,0,0,0.166666666666667,0.0527777777777778,0.00555555555555556,0,0,0.0194444444444444,0.5,3.94444444444444,0,0.277777777777778,0.111111111111111,0,0,0.166666666666667,4.44444444444444,4.72222222222222,"urchin","1"
"CCBC_data","CCBC","Gosling","Odlum Pt",7,2013,2009,4,0.166666666666667,0.00833333333333333,0,0.00833333333333333,0,0,0.0194444444444444,0,0,0,0.0583333333333333,0,0,0,0.05,0.111111111111111,7,0,0,0,0,0,0,7.11111111111111,7.11111111111111,"urchin","1"
"CCBC_data","CCBC","Addenbroke","Thrasher",7,2013,NA,NA,0.0805555555555556,0,0,0.0805555555555556,0.222222222222222,0,0.0444444444444444,0,0,0.111111111111111,0.00555555555555556,0.0111111111111111,0,0,0.0888888888888889,1.05555555555556,8.22222222222222,0,0.333333333333333,0.222222222222222,0,0,0.111111111111111,9.27777777777778,9.61111111111111,"urchin","1"
"CCBC_data","CCBC","Gosling","Mercury",7,2015,2009,6,0.136111111111111,0.00277777777777778,0,0.0694444444444444,0,0,0.15,0,0,0,0.261111111111111,0.025,0,0,0.00555555555555556,0.666666666666667,9.11111111111111,0,0,0,0,0,0,9.77777777777778,9.77777777777778,"urchin","1"
"CCBC_data","CCBC","Addenbroke","Kelpie Pt",7,2016,NA,NA,0.0777777777777778,0.00277777777777778,0,0.105555555555556,0,0,0.0416666666666667,0,0,0,0.186111111111111,0,0,0,0.0416666666666667,1,12.0555555555556,0,0,0,0,0,0,13.0555555555556,13.0555555555556,"urchin","1"
"CCBC_data","CCBC","Gosling","Mercury",7,2016,2009,7,0.269444444444444,0.00277777777777778,0,0.0944444444444444,0,0,0.0388888888888889,0,0,0,0.136111111111111,0.00833333333333333,0,0,0.0166666666666667,1.72222222222222,9.33333333333333,0,0,0,0,0,0,11.0555555555556,11.0555555555556,"urchin","1"
"CCBC_data","CCBC","Gosling","Odlum Pt",7,2016,2009,7,0.519444444444444,0.105555555555556,0,0.288888888888889,0.166666666666667,0,0.116666666666667,0,0,0.166666666666667,0.308333333333333,0,0,0,0.0222222222222222,1.83333333333333,4.61111111111111,0.0555555555555556,0.333333333333334,0.166666666666667,0,0,0.166666666666667,6.5,6.83333333333333,"urchin","1"
"CCBC_data","CCBC","Addenbroke","Thrasher",7,2016,NA,NA,0.352777777777778,0.105555555555556,0,0.0833333333333333,0,0,0.0777777777777778,0,0,0,0.155555555555556,0.00277777777777778,0,0,0.0194444444444444,3.44444444444444,10.2222222222222,0,0,0,0,0,0,13.6666666666666,13.6666666666666,"urchin","1"
"HG_data","HG","Louise","Skedans",6,2013,NA,NA,0.330555555555556,0.563888888888889,0,0.0138888888888889,0,0,0.0472222222222222,0,0,0,0.0388888888888889,0,0,0,0.0444444444444444,0,21.8,0.1,0,0,0,0,0,21.9,21.9,"urchin","1"
"HG_data","HG","Lyell","Lyell SE",6,2013,NA,NA,0.408333333333333,0.644444444444444,0,0.0388888888888889,0,0,0.00833333333333333,0,0,0,0.00555555555555556,0.00555555555555556,0,0,0.0888888888888889,0.1,11,0,0,0,0,0,0,11.1,11.1,"urchin","1"
"HG_data","HG","Louise","Nelson",7,2009,NA,NA,0.0541666666666667,0.0916666666666667,0,0.00833333333333333,0,0,0.0125,0,0,0,0.00833333333333333,0,0,0,0.05,0.4,6.53333333333333,0,0,0,0,0,0,6.93333333333333,6.93333333333333,"urchin","1"
"HG_data","HG","Louise","Skedans",7,2009,NA,NA,0.0375,0.120833333333333,0,0,0,0,0.0166666666666667,0,0,0,0.00416666666666667,0,0,0,0.0625,0,4.5,0,0,0,0,0,0,4.5,4.5,"urchin","1"
"HG_data","HG","Louise","Vertical",7,2009,NA,NA,0.0166666666666667,0.195833333333333,0,0.015,0,0,0.0725,0,0,0,0.025,0,0,0,0.0375,0.0666666666666667,7.26666666666667,0,0,0,0,0,0,7.33333333333334,7.33333333333334,"urchin","1"
"HG_data","HG","Lyell","Lyell SE",7,2009,NA,NA,0.154166666666667,0.4125,0,0.0458333333333333,0,0,0.0208333333333333,0,0,0,0.0125,0.00833333333333333,0,0,0.0125,0.0666666666666667,2.4,0,0,0,0,0,0,2.46666666666667,2.46666666666667,"urchin","1"
"HG_data","HG","Louise","Vertical",7,2010,NA,NA,0.330555555555556,0,0,0.0361111111111111,0.0666666666666667,0,0.197222222222222,0,0,0.2,0.0888888888888889,0.00277777777777778,0,0,0.0611111111111111,0.133333333333333,4.2,0,0.266666666666667,0.0666666666666667,0,0,0.2,4.33333333333333,4.6,"urchin","1"
"HG_data","HG","Lyell","Fuller",7,2010,NA,NA,0.405555555555556,0,0.0333333333333333,0.0805555555555556,0.0666666666666667,0,0.0222222222222222,0,0,0.233333333333333,0.0222222222222222,0,0,0,0.0472222222222222,0.133333333333333,10.1,0,0.333333333333333,0.1,0,0,0.233333333333333,10.2333333333333,10.5666666666667,"urchin","1"
"HG_data","HG","Lyell","Murchison",7,2010,NA,NA,0.780555555555556,0,0,0.0138888888888889,0,0,0.0111111111111111,0,0,0,0.0305555555555556,0.00277777777777778,0,0,0.075,0,13.2333333333333,0.0333333333333333,0,0,0,0,0,13.2666666666666,13.2666666666666,"urchin","1"
"HG_data","HG","Kunghit W","Arnold",8,2010,NA,NA,0.172222222222222,0,0.0333333333333333,0.0138888888888889,0.166666666666667,0,0.0527777777777778,0,0,0,0.0416666666666667,0,0,0,0.163888888888889,0.0333333333333333,9.36666666666667,11.5333333333333,0.2,0.2,0,0,0,20.9333333333333,21.1333333333333,"urchin","1"
"HG_data","HG","Kunghit W","Fanny",8,2010,NA,NA,0.786111111111111,0,0,0.0166666666666667,0,0,0.0944444444444444,0,0,0,0.111111111111111,0,0,0,0.0638888888888889,0,7.1,0.0666666666666667,0,0,0,0,0,7.16666666666667,7.16666666666667,"urchin","1"
"WCVI_perm","WCVI","Kyuquot","Kyuquot Bay",9,1988,1990,0,0.97,0.4,0,0.06,0.03,0,0.3,0.02,0,0.03,0.09,0.03,0,0,0.05,0,13.77,0.04,0.08,0.03,0.02,0,0.03,13.81,13.89,"urchin","1"
"WCVI_perm","WCVI","Nootka","Maquinna Point",9,1987,1989,0,0.06,0.07,0,0.01,0,0,0.16,0,0,0,0.05,0,0,0,0.12,0.15,9.14,0,0,0,0,0,0,9.29,9.29,"urchin","1"
"WCVI_perm","WCVI","Nootka","Maquinna Point",9,1988,1989,0,0.01,0,0,0,0,0,0.36,0.12,0,0,0,0.02,0,0,0.24,0.03,12.82,0,0.12,0,0.12,0,0,12.85,12.97,"urchin","1"
"WCVI_perm","WCVI","Checleset","Kamils Anchorage",9,1987,1988,0,0.03,0.33,0,0,0,0,0.03,0,0,0.01,0.03,0,0,0,0.04,0,7.34,0.13,0.01,0,0,0,0.01,7.47,7.48,"urchin","1"
"WCVI_perm","WCVI","Kyuquot","Union Island",9,1988,1990,0,0.07,1.01,0,0,0.07,0,0.13,0,0,0,0.03,0,0,0,0.04,0.03,5.51,0,0.07,0.07,0,0,0,5.54,5.61,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",9,1987,0,0,0.01,0.22,0.06,0.02,0,0,0.05,0.08,0.12,0,0.01,0,0,0.15,0.03,0,5.42,0.02,0.41,0.06,0.23,0.12,0,5.44,5.85,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",7,1988,0,0,0.02,0.58,0,0.04,0,0,0,0,0,0.04,0.04,0.01,0,0.13,0.02,0.01,6.17,0,0.17,0,0.13,0,0.04,6.18,6.35,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",9,1998,0,0,0.04,4.37,0,0.02,0,0,0.06,0.04,0,0,0.01,0.01,0,0.01,0.08,0,7.85,0,0.05,0,0.05,0,0,7.85,7.9,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",10,2001,0,0,0.04,5.87,0,0.26,0,0,0.13,0,0.1,0,0.11,0.07,0,0.15,0.08,0.13,8.1,0.01,0.25,0,0.15,0.1,0,8.24,8.49,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",10,2013,0,0,0.17,0.2,0,0.07,0,0.01,0.16,0.17,0,0,0.05,0.02,0,0.06,0.06,0.58,7.09,0.02,0.24,0,0.24,0,0,7.69,7.93,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",9,2014,0,0,0.17,0.15,0,0.15,0,0,0.09,0,0,0,0.08,0,0,0,0,0.25,7.18,0.02,0,0,0,0,0,7.45,7.45,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",9,2015,0,0,0.38,0.16,0.01,0.15,0,0.02,0.16,0,0.37,0,0.04,0,0,0.06,0,0.41,7.1,0.04,0.46,0.01,0.08,0.37,0,7.55,8.01,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",10,2016,0,0,0.38,0.09,0.01,0.14,0.07,0.01,0.04,0,0.14,0,0.16,0,0,0.02,0,0.46,10.5,0.03,0.25,0.08,0.03,0.14,0,10.99,11.24,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",9,2017,0,0,0.33,0.13,0,0.29,0,0,0.12,0,0,0,0.24,0.02,0,0,0,0.32,11.46,0.08,0,0,0,0,0,11.86,11.86,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",10,2018,0,0,0.46,0.11,0,0.21,0.12,0.01,0.07,0.01,0.01,0,0.09,0.02,0,0.05,0,0,9.18,0.12,0.2,0.12,0.07,0.01,0,9.3,9.5,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Wizard Island",9,2019,0,0,0.35,2.41,0,0.46,0,0,0.12,0,0.03,0,0.52,0.03,0,0,0,0,9.88,0.11,0.03,0,0,0.03,0,9.99,10.02,"urchin","1"
"WCVI_perm","WCVI","Bamfield","Taylor Islet",9,1987,0,0,0.2,0.16,0,0.04,0.05,0,0,0,0,0.03,0.02,0,0,0,0.03,0,3.03,0,0.08,0.05,0,0,0.03,3.03,3.11,"urchin","1"
